sample_id,true_label,pred_label,confidence
207:149355,L,V,0.714688777923584
207:149652,L,A,0.6404623985290527
207:149941,L,R,0.4220907986164093
207:150224,L,A,0.540345311164856
207:150499,L,V,0.6688224673271179
207:150777,L,V,0.9983418583869934
207:151069,L,V,0.999835729598999
207:151367,L,V,0.9986786246299744
207:151653,L,N,0.49609750509262085
207:151941,L,V,0.7801399827003479
207:152221,L,R,0.4572431147098541
207:152501,L,V,0.6749266386032104
207:152778,L,V,0.6782208681106567
207:153049,L,V,0.6355373859405518
207:153332,L,V,0.5249072313308716
207:153633,L,V,0.623721718788147
207:153926,L,V,0.7122728228569031
207:154206,L,V,0.4490870535373688
207:154480,L,V,0.798027753829956
207:154756,L,V,0.6698988080024719
207:155020,L,V,0.7178336977958679
207:155304,L,V,0.4559006094932556
207:155599,L,V,0.48855194449424744
207:155888,L,V,0.741857647895813
207:156170,L,V,0.5261243581771851
207:156456,L,V,0.6146519184112549
207:156735,L,V,0.6300338506698608
207:157010,L,V,0.7864457368850708
207:157275,L,V,0.7260661125183105
207:157553,L,V,0.6414100527763367
207:157844,L,V,0.8491674661636353
207:158136,L,V,0.5415499806404114
207:158421,L,V,0.5259799957275391
207:158701,L,V,0.5326335430145264
207:158973,L,V,0.6550644636154175
207:159247,L,V,0.823311448097229
207:159525,L,A,0.4910190999507904
207:159814,L,V,0.9935032725334167
207:160098,L,V,0.9565171599388123
207:160382,L,A,0.5618711113929749
207:160660,L,V,0.7836364507675171
207:160934,L,R,0.5771247744560242
207:161212,L,R,0.8667171001434326
207:161482,L,R,0.439970463514328
207:161745,L,V,0.7262490391731262
207:162032,L,V,0.49539315700531006
207:162329,L,V,0.7758874297142029
207:162609,L,V,0.7049209475517273
207:162882,L,V,0.7548263669013977
207:163155,L,V,0.7378190755844116
207:163427,L,V,0.6614440679550171
207:163694,L,V,0.6727461814880371
207:163979,L,V,0.7151261568069458
207:164264,L,V,0.3361794054508209
207:164549,L,V,0.8791014552116394
207:164830,L,V,0.7571267485618591
207:165115,L,V,0.6163327097892761
207:165387,L,V,0.8087214827537537
207:165657,L,V,0.6829875111579895
207:165917,L,V,0.6543119549751282
207:166196,L,V,0.6178731918334961
207:166486,L,V,0.524196207523346
207:166775,L,V,0.8028658628463745
207:167054,L,V,0.5407252907752991
207:167333,L,V,0.6468217372894287
207:167601,L,V,0.6546613574028015
207:167874,L,R,0.4475075900554657
207:168146,L,V,0.5861107707023621
207:168427,L,V,0.4412238299846649
207:168711,L,V,0.5469172596931458
207:168993,L,A,0.4091852009296417
207:169265,L,A,0.6096006631851196
207:169540,L,V,0.6011108160018921
207:169815,L,V,0.49431484937667847
207:170080,L,V,0.782647430896759
207:170340,L,R,0.4557511806488037
207:170625,L,V,0.8685603141784668
207:170922,L,R,0.7298633456230164
207:171204,L,V,0.9854726195335388
207:171476,L,V,0.6389034390449524
207:171744,L,A,0.9963695406913757
207:172012,L,V,0.8193013072013855
207:172279,L,V,0.9004923105239868
207:172551,L,V,0.6001467704772949
207:172830,L,V,0.7311667203903198
207:173113,L,V,0.5538612008094788
207:173392,L,V,0.8917367458343506
207:173673,L,R,0.643049955368042
207:173947,L,R,0.6566850543022156
207:174219,L,V,0.4772222936153412
207:174480,L,V,0.7854951620101929
207:174758,L,V,0.46280747652053833
207:175045,L,V,0.5129027366638184
207:175333,L,V,0.9409089684486389
207:175617,L,V,0.5905614495277405
207:175897,L,V,0.8040167689323425
207:176166,L,V,0.738850474357605
207:176441,L,A,0.42418208718299866
207:176712,L,A,0.7336771488189697
207:176993,L,V,0.9961291551589966
207:177279,L,N,0.42514747381210327
207:177566,L,A,0.43904468417167664
207:177841,L,V,0.9979563355445862
207:178122,L,V,0.8607103228569031
207:178402,L,N,0.5250593423843384
207:178673,L,V,0.7080860733985901
207:178938,L,N,0.451251357793808
207:179228,L,V,0.9790008068084717
207:179525,L,R,0.5954196453094482
207:179810,L,A,0.9981827139854431
207:180085,L,V,0.8160316944122314
207:180359,L,A,0.5993562340736389
207:180631,L,V,0.8594525456428528
207:180906,L,V,0.8411287069320679
207:181182,L,V,0.8453423380851746
207:181468,L,V,0.692865788936615
207:181760,L,V,0.4358837306499481
207:182042,L,V,0.5043993592262268
207:182329,L,V,0.7446147799491882
207:182605,L,V,0.5037331581115723
207:182877,L,V,0.583537757396698
207:183139,L,V,0.750725269317627
207:183427,L,V,0.41878822445869446
207:183717,L,V,0.6443215608596802
207:184006,L,R,0.33832740783691406
207:184290,L,V,0.6015259623527527
207:184569,L,V,0.4531470239162445
207:184841,L,V,0.8964738845825195
207:185121,L,V,0.802648663520813
207:185391,L,V,0.4684225916862488
207:185674,L,V,0.8773982524871826
207:185964,L,V,0.3241601884365082
207:186255,L,V,0.9977468252182007
207:186534,L,V,0.5534194707870483
207:186819,L,A,0.9773572683334351
207:187098,L,V,0.6374485492706299
207:187372,L,R,0.4405328631401062
207:187642,L,V,0.8442481160163879
207:187937,L,V,0.5967204570770264
207:188231,L,V,0.36126595735549927
207:188519,L,V,0.4742238223552704
207:188796,L,V,0.7344725728034973
207:189073,L,A,0.8899471163749695
207:189350,L,V,0.6449579000473022
207:189623,L,R,0.4104424715042114
207:189907,L,V,0.6872352957725525
207:190201,L,A,0.32221150398254395
207:190490,L,A,0.43709537386894226
207:190777,L,V,0.7811914682388306
207:191069,L,V,0.6399359107017517
207:191350,L,R,0.43867605924606323
207:191622,L,V,0.5567270517349243
207:191895,L,V,0.7810589671134949
207:192184,L,R,0.3788624107837677
207:192485,L,V,0.572904646396637
207:192782,L,V,0.43235236406326294
207:193066,L,V,0.5460895299911499
207:193341,L,V,0.4244626462459564
207:193626,L,V,0.4382897913455963
207:193904,L,V,0.5541780591011047
207:194188,L,R,0.5523232221603394
207:194483,L,V,0.484244704246521
207:194779,L,V,0.44998738169670105
207:195067,L,V,0.4528117775917053
207:195359,L,V,0.48948338627815247
207:195644,L,R,0.4720325171947479
207:195922,L,V,0.49462732672691345
207:196196,L,V,0.726993203163147
207:196494,L,V,0.5076726078987122
207:196796,L,V,0.6315323114395142
207:197093,L,A,0.44600650668144226
207:197376,L,V,0.6483106017112732
207:197659,L,V,0.5628750920295715
207:197941,L,V,0.5855902433395386
207:198220,L,V,0.5106009840965271
207:198514,L,V,0.4691467881202698
207:198816,L,V,0.39305955171585083
207:199114,L,V,0.5061233043670654
207:199414,L,V,0.5464949607849121
207:199708,L,V,0.30005940794944763
207:199991,L,V,0.3632587194442749
207:200271,L,V,0.9265524744987488
207:200553,L,V,0.604893684387207
207:200849,L,V,0.43262019753456116
207:201157,L,V,0.6706933379173279
207:201453,L,V,0.45404312014579773
207:201743,L,V,0.4604696035385132
207:202031,L,V,0.5206514000892639
207:202323,L,V,0.5428239107131958
207:202600,L,V,0.501011073589325
207:202894,L,V,0.4723344147205353
207:203194,L,V,0.43327248096466064
207:203492,L,V,0.37821969389915466
207:203789,L,V,0.43644383549690247
207:204081,L,R,0.4336225390434265
207:204362,L,V,0.48032426834106445
207:204642,L,V,0.4465392529964447
207:204924,L,V,0.5427485108375549
207:205229,L,V,0.5881131887435913
207:205532,L,R,0.5015740394592285
207:205823,L,R,0.35384848713874817
207:206113,L,R,0.41988733410835266
207:206400,L,R,0.42170771956443787
207:206686,L,R,0.4605840742588043
207:206967,L,A,0.48156699538230896
207:207262,L,A,0.9505555033683777
207:207556,L,V,0.3767455816268921
207:207854,L,V,0.3925841152667999
207:208151,L,V,0.8625205755233765
207:208438,L,V,0.4599294364452362
207:208716,L,V,0.4108526110649109
207:208995,L,V,0.6716547012329102
207:209276,L,V,0.38891205191612244
207:209579,L,V,0.5962775349617004
207:209885,L,V,0.6440052390098572
207:210178,L,R,0.3829265534877777
207:210464,L,R,0.362625390291214
207:210755,L,V,0.8459761738777161
207:211042,L,R,0.5054727792739868
207:211325,L,V,0.3739590048789978
207:211620,L,V,0.8412105441093445
207:211921,L,R,0.7620019316673279
207:212218,L,V,0.4734511971473694
207:212514,L,V,0.3437651991844177
207:212803,L,V,0.7652102708816528
207:213089,L,R,0.2910180687904358
207:213362,L,V,0.42374953627586365
207:213661,L,V,0.5207839012145996
207:213968,L,V,0.8456240892410278
207:214270,L,R,0.8419042825698853
207:214562,L,A,0.518781304359436
207:214857,L,V,0.519542932510376
207:215143,L,A,0.49718621373176575
207:215433,L,V,0.3633781969547272
207:215720,L,V,0.49263033270835876
207:216021,L,V,0.6041854619979858
207:216323,L,V,0.7237844467163086
207:216633,L,V,0.41795670986175537
207:216927,L,V,0.5033385753631592
207:217213,L,V,0.41990941762924194
207:217501,L,V,0.5027604103088379
207:217784,L,R,0.4093214273452759
207:218091,L,V,0.7005658745765686
207:218408,L,V,0.6167536377906799
207:218710,L,V,0.5428521037101746
207:219008,L,V,0.5738041400909424
207:219305,L,V,0.5584300756454468
207:219602,L,V,0.40015870332717896
207:219889,L,V,0.5095440745353699
207:220187,L,V,0.5504515767097473
207:220495,L,V,0.5710278749465942
207:220802,L,V,0.540252685546875
207:221104,L,V,0.4764106869697571
207:221402,L,V,0.444953054189682
207:221697,L,V,0.4639812111854553
207:221978,L,V,0.5398493409156799
207:222285,L,V,0.7740506529808044
207:222599,L,V,0.4196958541870117
207:222909,L,V,0.40520867705345154
207:223209,L,V,0.5427592396736145
207:223510,L,V,0.39716967940330505
207:223804,L,R,0.4287254512310028
207:224102,L,A,0.3236723840236664
207:224396,L,V,0.48997968435287476
207:224705,L,V,0.6128469109535217
207:225020,L,V,0.7603097558021545
207:225331,L,R,0.4745829999446869
207:225632,L,V,0.33434054255485535
207:225926,L,V,0.658024787902832
207:226219,L,V,0.5264072418212891
207:226513,L,V,0.44690075516700745
207:226832,L,V,0.5175493955612183
207:227146,L,V,0.37792399525642395
207:227454,L,V,0.3871738016605377
207:227753,L,R,0.43491190671920776
207:228053,L,R,0.38444939255714417
207:228350,L,A,0.31968626379966736
207:228640,L,V,0.44060638546943665
207:228947,L,V,0.8848477005958557
207:229263,L,A,0.3791329860687256
207:229570,L,V,0.7917750477790833
207:229875,L,R,0.378322958946228
207:230174,L,R,0.3853619694709778
207:230465,L,V,0.8607820272445679
207:230757,L,V,0.5192099809646606
207:231077,L,V,0.4819203019142151
207:231393,L,V,0.4833883047103882
207:231696,L,V,0.4900171756744385
207:231999,L,V,0.3949512243270874
207:232294,L,V,0.6617041230201721
207:232597,L,V,0.5603451132774353
207:232893,L,V,0.4791022539138794
207:233204,L,A,0.46971023082733154
207:233522,L,V,0.42923131585121155
207:233844,L,V,0.528267502784729
207:234147,L,R,0.45746099948883057
207:234445,L,R,0.45475849509239197
207:234739,L,V,0.4003434479236603
207:235028,L,R,0.5050626993179321
207:235344,L,V,0.5532670617103577
207:235661,L,V,0.5330052971839905
207:235969,L,R,0.32718825340270996
207:236269,L,V,0.3970777988433838
207:236571,L,R,0.4056106209754944
207:236872,L,R,0.3101421892642975
207:237161,L,V,0.4868108332157135
207:237464,L,V,0.38347479701042175
207:237782,L,V,0.649242103099823
207:238094,L,V,0.41007840633392334
207:238404,L,V,0.523347020149231
207:238706,L,A,0.4363081455230713
207:239000,L,V,0.626570463180542
207:239291,L,R,0.7132332921028137
207:239605,L,V,0.9392756223678589
207:239921,L,R,0.5868146419525146
207:240231,L,V,0.3878554701805115
207:240537,L,R,0.5546855926513672
207:240837,L,V,0.5777194499969482
207:241144,L,V,0.6731852293014526
207:241438,L,V,0.6443430781364441
207:241747,L,V,0.8589208126068115
207:242068,L,A,0.9323148131370544
207:242392,L,A,0.39895597100257874
207:242703,L,N,0.3816989064216614
207:243005,L,V,0.828586995601654
207:243305,L,A,0.3289853632450104
